danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track,artist,msPlayed,datetime
0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4,Imagine,Khaled,1463,2024-01-10 07:59:00
0.746,0.365,2,-10.446,1,0.0623,0.0886,5.11e-06,0.122,0.593,139.798,audio_features,77R9haBnW5goOlFvbzSaWe,spotify:track:77R9haBnW5goOlFvbzSaWe,https://api.spotify.com/v1/tracks/77R9haBnW5goOlFvbzSaWe,https://api.spotify.com/v1/audio-analysis/77R9haBnW5goOlFvbzSaWe,305440,4,C'Est La Nuit - Version Album,Khaled,44387,2024-01-10 07:59:00
0.653,0.887,4,-5.5,0,0.0444,0.0174,3.99e-05,0.132,0.738,100.977,audio_features,1WjHI9D4syoy6rhrkNjzzZ,spotify:track:1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/tracks/1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/audio-analysis/1WjHI9D4syoy6rhrkNjzzZ,283160,3,Trigue Lycee,Khaled,283160,2024-01-10 08:04:00
0.732,0.858,5,-5.302,1,0.0554,0.255,1.18e-05,0.0616,0.911,109.154,audio_features,5SCciTrTYEByN2bLdnokTP,spotify:track:5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/tracks/5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/audio-analysis/5SCciTrTYEByN2bLdnokTP,351867,4,E'Dir E'Sseba,Khaled,351866,2024-01-10 08:10:00
0.725,0.887,0,-5.039,0,0.0323,0.116,1.52e-06,0.103,0.783,101.009,audio_features,652JtP49hK7ygFK8cd357Y,spotify:track:652JtP49hK7ygFK8cd357Y,https://api.spotify.com/v1/tracks/652JtP49hK7ygFK8cd357Y,https://api.spotify.com/v1/audio-analysis/652JtP49hK7ygFK8cd357Y,235960,4,Ya Aachkou,Khaled,235960,2024-01-10 08:14:00
0.556,0.895,1,-4.944,1,0.0692,0.0716,0.000143,0.0451,0.967,190.821,audio_features,2Zff5GVPwlGyUN2BkyRdTO,spotify:track:2Zff5GVPwlGyUN2BkyRdTO,https://api.spotify.com/v1/tracks/2Zff5GVPwlGyUN2BkyRdTO,https://api.spotify.com/v1/audio-analysis/2Zff5GVPwlGyUN2BkyRdTO,367573,4,Melha,Khaled,367573,2024-01-10 08:20:00
0.547,0.686,10,-5.07,1,0.0465,0.413,0.000216,0.0544,0.876,96.098,audio_features,57TzZS6gK1vwIPHU3i9Eow,spotify:track:57TzZS6gK1vwIPHU3i9Eow,https://api.spotify.com/v1/tracks/57TzZS6gK1vwIPHU3i9Eow,https://api.spotify.com/v1/audio-analysis/57TzZS6gK1vwIPHU3i9Eow,337507,4,Raba-Raba,Khaled,132903,2024-01-10 08:22:00
0.558,0.461,9,-13.431,0,0.0785,0.562,0.106,0.159,0.693,135.568,audio_features,7x55X0JW8JHz7alDVUG5FH,spotify:track:7x55X0JW8JHz7alDVUG5FH,https://api.spotify.com/v1/tracks/7x55X0JW8JHz7alDVUG5FH,https://api.spotify.com/v1/audio-analysis/7x55X0JW8JHz7alDVUG5FH,307160,4,Zina,Raïna Raï,13375,2024-01-10 08:33:00
0.752,0.662,0,-10.561,0,0.0362,0.335,1.9e-06,0.0775,0.694,92.025,audio_features,2PeDoi5nGBPabIsf1IPrIO,spotify:track:2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/tracks/2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/audio-analysis/2PeDoi5nGBPabIsf1IPrIO,270627,4,Mandela,Salif Keita,270626,2024-01-10 09:42:00
0.756,0.925,7,-8.013,1,0.0343,0.179,0.675,0.313,0.864,115.982,audio_features,60tf3UiAQ1T2ye8gkea28j,spotify:track:60tf3UiAQ1T2ye8gkea28j,https://api.spotify.com/v1/tracks/60tf3UiAQ1T2ye8gkea28j,https://api.spotify.com/v1/audio-analysis/60tf3UiAQ1T2ye8gkea28j,417507,4,Sumun,Salif Keita,417506,2024-01-10 09:49:00
0.736,0.335,3,-14.233,1,0.0287,0.899,0.00189,0.143,0.537,109.494,audio_features,3X5DsFLC21SszwoMrXjBLg,spotify:track:3X5DsFLC21SszwoMrXjBLg,https://api.spotify.com/v1/tracks/3X5DsFLC21SszwoMrXjBLg,https://api.spotify.com/v1/audio-analysis/3X5DsFLC21SszwoMrXjBLg,347960,3,Seydou,Salif Keita,347960,2024-01-10 09:54:00
0.879,0.321,7,-13.283,1,0.0761,0.0836,0.00636,0.0407,0.669,145.896,audio_features,715xBsUYDEePxm9D8rZKbN,spotify:track:715xBsUYDEePxm9D8rZKbN,https://api.spotify.com/v1/tracks/715xBsUYDEePxm9D8rZKbN,https://api.spotify.com/v1/audio-analysis/715xBsUYDEePxm9D8rZKbN,306840,4,Dakan-Fe,Salif Keita,32322,2024-01-10 09:55:00
0.752,0.662,0,-10.561,0,0.0362,0.335,1.9e-06,0.0775,0.694,92.025,audio_features,2PeDoi5nGBPabIsf1IPrIO,spotify:track:2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/tracks/2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/audio-analysis/2PeDoi5nGBPabIsf1IPrIO,270627,4,Mandela,Salif Keita,270626,2024-01-10 10:00:00
0.756,0.925,7,-8.013,1,0.0343,0.179,0.675,0.313,0.864,115.982,audio_features,60tf3UiAQ1T2ye8gkea28j,spotify:track:60tf3UiAQ1T2ye8gkea28j,https://api.spotify.com/v1/tracks/60tf3UiAQ1T2ye8gkea28j,https://api.spotify.com/v1/audio-analysis/60tf3UiAQ1T2ye8gkea28j,417507,4,Sumun,Salif Keita,18640,2024-01-10 10:00:00
0.732,0.858,5,-5.302,1,0.0554,0.255,1.18e-05,0.0616,0.911,109.154,audio_features,5SCciTrTYEByN2bLdnokTP,spotify:track:5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/tracks/5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/audio-analysis/5SCciTrTYEByN2bLdnokTP,351867,4,E'Dir E'Sseba,Khaled,44722,2024-01-10 10:02:00
0.699,0.455,2,-8.887,1,0.0375,0.127,0.864,0.109,0.286,119.488,audio_features,7m6AdeqgeZN2xdCgInjXdI,spotify:track:7m6AdeqgeZN2xdCgInjXdI,https://api.spotify.com/v1/tracks/7m6AdeqgeZN2xdCgInjXdI,https://api.spotify.com/v1/audio-analysis/7m6AdeqgeZN2xdCgInjXdI,145347,4,Strange Heat,Allah-Las,145346,2024-01-10 10:04:00
0.619,0.717,1,-11.773,1,0.045,0.215,0.832,0.0767,0.766,169.659,audio_features,5o63XXSCnte2qrXQfaFqLn,spotify:track:5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/tracks/5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/audio-analysis/5o63XXSCnte2qrXQfaFqLn,944133,4,Pili Pili,Jasper van't Hofs Pili Pili,249843,2024-01-10 10:19:00
0.653,0.887,4,-5.5,0,0.0444,0.0174,3.99e-05,0.132,0.738,100.977,audio_features,1WjHI9D4syoy6rhrkNjzzZ,spotify:track:1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/tracks/1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/audio-analysis/1WjHI9D4syoy6rhrkNjzzZ,283160,3,Trigue Lycee,Khaled,283160,2024-01-10 11:14:00
0.725,0.887,0,-5.039,0,0.0323,0.116,1.52e-06,0.103,0.783,101.009,audio_features,652JtP49hK7ygFK8cd357Y,spotify:track:652JtP49hK7ygFK8cd357Y,https://api.spotify.com/v1/tracks/652JtP49hK7ygFK8cd357Y,https://api.spotify.com/v1/audio-analysis/652JtP49hK7ygFK8cd357Y,235960,4,Ya Aachkou,Khaled,12729,2024-01-10 11:20:00
0.732,0.858,5,-5.302,1,0.0554,0.255,1.18e-05,0.0616,0.911,109.154,audio_features,5SCciTrTYEByN2bLdnokTP,spotify:track:5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/tracks/5SCciTrTYEByN2bLdnokTP,https://api.spotify.com/v1/audio-analysis/5SCciTrTYEByN2bLdnokTP,351867,4,E'Dir E'Sseba,Khaled,351866,2024-01-10 11:20:00
0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,audio_features,5veJDT0MLsLbhYsx42GXUD,spotify:track:5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/audio-analysis/5veJDT0MLsLbhYsx42GXUD,242667,4,Don't Stand So Close To Me,The Police,11583,2024-01-10 13:22:00
0.603,0.973,5,-4.454,0,0.176,0.0272,0.00731,0.472,0.408,122.756,audio_features,4N8oxV3hvn8Efyo4yxp3LG,spotify:track:4N8oxV3hvn8Efyo4yxp3LG,https://api.spotify.com/v1/tracks/4N8oxV3hvn8Efyo4yxp3LG,https://api.spotify.com/v1/audio-analysis/4N8oxV3hvn8Efyo4yxp3LG,273493,4,Undercover (Of The Night) - Remastered 2009,The Rolling Stones,220319,2024-01-10 13:33:00
0.443,0.563,7,-15.16,0,0.0372,0.432,0.000127,0.0529,0.883,90.548,audio_features,4Mr2YyX1Sk0vSJlOwOoQ5J,spotify:track:4Mr2YyX1Sk0vSJlOwOoQ5J,https://api.spotify.com/v1/tracks/4Mr2YyX1Sk0vSJlOwOoQ5J,https://api.spotify.com/v1/audio-analysis/4Mr2YyX1Sk0vSJlOwOoQ5J,285867,5,Wamba,Salif Keita,98833,2024-01-10 13:34:00
0.394,0.611,4,-8.729,1,0.0249,0.0486,0.336,0.125,0.464,87.347,audio_features,0EyOEn4Gf49BqiLqHR65kC,spotify:track:0EyOEn4Gf49BqiLqHR65kC,https://api.spotify.com/v1/tracks/0EyOEn4Gf49BqiLqHR65kC,https://api.spotify.com/v1/audio-analysis/0EyOEn4Gf49BqiLqHR65kC,200120,4,Cold To The Touch,The Brian Jonestown Massacre,14730,2024-01-10 13:35:00
0.386,0.63,9,-9.306,1,0.104,0.00667,0.000393,0.288,0.329,142.756,audio_features,7l1RcJh54WzMGUoCQig2NC,spotify:track:7l1RcJh54WzMGUoCQig2NC,https://api.spotify.com/v1/tracks/7l1RcJh54WzMGUoCQig2NC,https://api.spotify.com/v1/audio-analysis/7l1RcJh54WzMGUoCQig2NC,336187,4,All Around You - Intro,The Brian Jonestown Massacre,51826,2024-01-10 13:35:00
0.564,0.846,4,-5.897,0,0.0437,0.00692,0.00175,0.0452,0.696,122.032,audio_features,4H0KLsPpr5atperrHGfz3x,spotify:track:4H0KLsPpr5atperrHGfz3x,https://api.spotify.com/v1/tracks/4H0KLsPpr5atperrHGfz3x,https://api.spotify.com/v1/audio-analysis/4H0KLsPpr5atperrHGfz3x,212986,4,Catamaran,Allah-Las,212986,2024-01-10 13:39:00
0.617,0.82,10,-5.354,1,0.0299,0.0327,0.00454,0.332,0.74,119.29,audio_features,3niZUlDdEFvir3HKdgdhsC,spotify:track:3niZUlDdEFvir3HKdgdhsC,https://api.spotify.com/v1/tracks/3niZUlDdEFvir3HKdgdhsC,https://api.spotify.com/v1/audio-analysis/3niZUlDdEFvir3HKdgdhsC,184789,4,Don't You Forget It,Allah-Las,184789,2024-01-10 13:42:00
0.465,0.871,9,-4.178,1,0.03,0.109,0.146,0.171,0.634,131.901,audio_features,4ut69OC6WaDcjxkTELBzmn,spotify:track:4ut69OC6WaDcjxkTELBzmn,https://api.spotify.com/v1/tracks/4ut69OC6WaDcjxkTELBzmn,https://api.spotify.com/v1/audio-analysis/4ut69OC6WaDcjxkTELBzmn,207582,4,Busman's Holiday,Allah-Las,207582,2024-01-10 13:46:00
0.522,0.816,6,-8.326,0,0.0282,6.09e-05,0.532,0.0864,0.727,130.431,audio_features,4pqwWcs8tMhbmUXj9qiUoM,spotify:track:4pqwWcs8tMhbmUXj9qiUoM,https://api.spotify.com/v1/tracks/4pqwWcs8tMhbmUXj9qiUoM,https://api.spotify.com/v1/audio-analysis/4pqwWcs8tMhbmUXj9qiUoM,211086,4,Sacred Sands,Allah-Las,211086,2024-01-10 13:49:00
0.478,0.766,2,-7.249,1,0.0322,0.239,0.00246,0.125,0.634,126.346,audio_features,6iQujnOEV2WU5MR1CkIeOD,spotify:track:6iQujnOEV2WU5MR1CkIeOD,https://api.spotify.com/v1/tracks/6iQujnOEV2WU5MR1CkIeOD,https://api.spotify.com/v1/audio-analysis/6iQujnOEV2WU5MR1CkIeOD,181203,4,No Voodoo,Allah-Las,181202,2024-01-10 13:52:00
0.561,0.59,0,-8.823,0,0.0298,0.348,0.0,0.103,0.507,103.615,audio_features,0HKeQVnqCpvO4eVFjQqU2X,spotify:track:0HKeQVnqCpvO4eVFjQqU2X,https://api.spotify.com/v1/tracks/0HKeQVnqCpvO4eVFjQqU2X,https://api.spotify.com/v1/audio-analysis/0HKeQVnqCpvO4eVFjQqU2X,245573,4,Sandy,Allah-Las,164160,2024-01-10 13:55:00
0.645,0.833,5,-8.588,1,0.0296,0.00146,0.882,0.156,0.693,129.941,audio_features,44GnisrXgtKEOH6KLEelOE,spotify:track:44GnisrXgtKEOH6KLEelOE,https://api.spotify.com/v1/tracks/44GnisrXgtKEOH6KLEelOE,https://api.spotify.com/v1/audio-analysis/44GnisrXgtKEOH6KLEelOE,234508,4,Ela Navega,Allah-Las,334,2024-01-10 14:10:00
0.752,0.662,0,-10.561,0,0.0362,0.335,1.9e-06,0.0775,0.694,92.025,audio_features,2PeDoi5nGBPabIsf1IPrIO,spotify:track:2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/tracks/2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/audio-analysis/2PeDoi5nGBPabIsf1IPrIO,270627,4,Mandela,Salif Keita,159653,2024-01-10 15:14:00
0.585,0.682,8,-10.016,1,0.0314,0.0292,0.8,0.063,0.63,111.961,audio_features,3RdCmf0Nz5NAi8w9eoGGcr,spotify:track:3RdCmf0Nz5NAi8w9eoGGcr,https://api.spotify.com/v1/tracks/3RdCmf0Nz5NAi8w9eoGGcr,https://api.spotify.com/v1/audio-analysis/3RdCmf0Nz5NAi8w9eoGGcr,269160,4,Rat Salad,Jazz Sabbath,1219,2024-01-10 15:15:00
0.465,0.884,11,-5.423,1,0.051,0.000793,0.818,0.49,0.288,128.284,audio_features,0tyoeMypzUIzgvMB3R7pmL,spotify:track:0tyoeMypzUIzgvMB3R7pmL,https://api.spotify.com/v1/tracks/0tyoeMypzUIzgvMB3R7pmL,https://api.spotify.com/v1/audio-analysis/0tyoeMypzUIzgvMB3R7pmL,278827,4,Panic In Babylon,The Brian Jonestown Massacre,8538,2024-01-10 15:15:00
0.774,0.847,7,-5.533,0,0.036,0.00995,0.772,0.0469,0.961,127.986,audio_features,3Z9uims4BXsx1DtETrjNDo,spotify:track:3Z9uims4BXsx1DtETrjNDo,https://api.spotify.com/v1/tracks/3Z9uims4BXsx1DtETrjNDo,https://api.spotify.com/v1/audio-analysis/3Z9uims4BXsx1DtETrjNDo,191693,4,Madan,Salif Keita,18826,2024-01-10 15:15:00
0.412,0.94,4,-4.566,1,0.0405,0.000198,0.454,0.128,0.847,79.891,audio_features,1hTXo2iVw4fMyAwt9nzA51,spotify:track:1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/tracks/1hTXo2iVw4fMyAwt9nzA51,https://api.spotify.com/v1/audio-analysis/1hTXo2iVw4fMyAwt9nzA51,281293,4,Vad Hände Med Dem?,The Brian Jonestown Massacre,1673,2024-01-10 15:15:00
0.489,0.723,11,-5.636,1,0.029,0.000844,0.866,0.0645,0.416,81.572,audio_features,1tNwAjyfDSQvFeY5JKDw9b,spotify:track:1tNwAjyfDSQvFeY5JKDw9b,https://api.spotify.com/v1/tracks/1tNwAjyfDSQvFeY5JKDw9b,https://api.spotify.com/v1/audio-analysis/1tNwAjyfDSQvFeY5JKDw9b,298202,4,Pish,The Brian Jonestown Massacre,891,2024-01-10 15:15:00
0.486,0.758,10,-9.914,0,0.0356,0.0254,0.809,0.0769,0.56,83.076,audio_features,3fQm5lL6UCCbWaWfffLIsv,spotify:track:3fQm5lL6UCCbWaWfffLIsv,https://api.spotify.com/v1/tracks/3fQm5lL6UCCbWaWfffLIsv,https://api.spotify.com/v1/audio-analysis/3fQm5lL6UCCbWaWfffLIsv,327920,4,Anenome,The Brian Jonestown Massacre,940,2024-01-10 15:15:00
0.752,0.662,0,-10.561,0,0.0362,0.335,1.9e-06,0.0775,0.694,92.025,audio_features,2PeDoi5nGBPabIsf1IPrIO,spotify:track:2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/tracks/2PeDoi5nGBPabIsf1IPrIO,https://api.spotify.com/v1/audio-analysis/2PeDoi5nGBPabIsf1IPrIO,270627,4,Mandela,Salif Keita,270626,2024-01-10 15:19:00
0.699,0.455,2,-8.887,1,0.0375,0.127,0.864,0.109,0.286,119.488,audio_features,7m6AdeqgeZN2xdCgInjXdI,spotify:track:7m6AdeqgeZN2xdCgInjXdI,https://api.spotify.com/v1/tracks/7m6AdeqgeZN2xdCgInjXdI,https://api.spotify.com/v1/audio-analysis/7m6AdeqgeZN2xdCgInjXdI,145347,4,Strange Heat,Allah-Las,145346,2024-01-10 15:22:00
0.634,0.856,2,-5.302,0,0.059,0.54,0.00142,0.111,0.779,100.041,audio_features,7hq7tGcCLjKVJGRdKaQnLe,spotify:track:7hq7tGcCLjKVJGRdKaQnLe,https://api.spotify.com/v1/tracks/7hq7tGcCLjKVJGRdKaQnLe,https://api.spotify.com/v1/audio-analysis/7hq7tGcCLjKVJGRdKaQnLe,255973,4,Ya Habibi,Toufic Farroukh,255973,2024-01-10 15:26:00
0.592,0.821,0,-4.481,1,0.0505,0.0704,0.884,0.112,0.467,135.569,audio_features,5wpxEEtz1BuF0a36Rf1k5T,spotify:track:5wpxEEtz1BuF0a36Rf1k5T,https://api.spotify.com/v1/tracks/5wpxEEtz1BuF0a36Rf1k5T,https://api.spotify.com/v1/audio-analysis/5wpxEEtz1BuF0a36Rf1k5T,148027,4,No Werewolf,Allah-Las,148026,2024-01-10 15:29:00
0.522,0.816,6,-8.326,0,0.0282,6.09e-05,0.532,0.0864,0.727,130.431,audio_features,4pqwWcs8tMhbmUXj9qiUoM,spotify:track:4pqwWcs8tMhbmUXj9qiUoM,https://api.spotify.com/v1/tracks/4pqwWcs8tMhbmUXj9qiUoM,https://api.spotify.com/v1/audio-analysis/4pqwWcs8tMhbmUXj9qiUoM,211086,4,Sacred Sands,Allah-Las,211086,2024-01-10 15:32:00
0.638,0.704,0,-8.385,0,0.0339,0.0321,0.00668,0.355,0.759,102.996,audio_features,4yRoOTpF9JkjyGcyQa7Y7r,spotify:track:4yRoOTpF9JkjyGcyQa7Y7r,https://api.spotify.com/v1/tracks/4yRoOTpF9JkjyGcyQa7Y7r,https://api.spotify.com/v1/audio-analysis/4yRoOTpF9JkjyGcyQa7Y7r,349933,4,Streets of Algiers,Hamid Baroudi,349933,2024-01-10 15:38:00
0.543,0.607,9,-7.184,1,0.0311,0.00238,0.842,0.148,0.426,82.681,audio_features,48JaGYxY9H9UbRWFd1tYUg,spotify:track:48JaGYxY9H9UbRWFd1tYUg,https://api.spotify.com/v1/tracks/48JaGYxY9H9UbRWFd1tYUg,https://api.spotify.com/v1/audio-analysis/48JaGYxY9H9UbRWFd1tYUg,220722,4,Mandrake handshake,The Brian Jonestown Massacre,1627,2024-01-10 15:38:00
0.653,0.887,4,-5.5,0,0.0444,0.0174,3.99e-05,0.132,0.738,100.977,audio_features,1WjHI9D4syoy6rhrkNjzzZ,spotify:track:1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/tracks/1WjHI9D4syoy6rhrkNjzzZ,https://api.spotify.com/v1/audio-analysis/1WjHI9D4syoy6rhrkNjzzZ,283160,3,Trigue Lycee,Khaled,283160,2024-01-10 15:44:00
0.546,0.715,9,-11.927,1,0.0459,0.621,0.000218,0.294,0.85,104.905,audio_features,5UjaOsrdoI4shw9gM2eNPC,spotify:track:5UjaOsrdoI4shw9gM2eNPC,https://api.spotify.com/v1/tracks/5UjaOsrdoI4shw9gM2eNPC,https://api.spotify.com/v1/audio-analysis/5UjaOsrdoI4shw9gM2eNPC,445427,4,El Cuarto de Tula,Buena Vista Social Club,445426,2024-01-10 15:51:00
0.729,0.687,4,-10.06,1,0.0996,0.135,0.44,0.114,0.481,162.063,audio_features,3GKBhj2gVIruNyyqSWK9gq,spotify:track:3GKBhj2gVIruNyyqSWK9gq,https://api.spotify.com/v1/tracks/3GKBhj2gVIruNyyqSWK9gq,https://api.spotify.com/v1/audio-analysis/3GKBhj2gVIruNyyqSWK9gq,375147,3,Song for Boudiaf,Hamid Baroudi,375146,2024-01-10 15:57:00
0.798,0.516,6,-14.211,0,0.084,0.201,0.0821,0.084,0.934,119.192,audio_features,4ZNYJOxZ1Sy31bONMhaxJo,spotify:track:4ZNYJOxZ1Sy31bONMhaxJo,https://api.spotify.com/v1/tracks/4ZNYJOxZ1Sy31bONMhaxJo,https://api.spotify.com/v1/audio-analysis/4ZNYJOxZ1Sy31bONMhaxJo,251000,4,E. S. P.,Masayoshi Takanaka,251000,2024-01-10 16:02:00
0.676,0.474,0,-12.794,0,0.0373,0.294,2.56e-06,0.0686,0.952,181.103,audio_features,42AJ0oFAlf8C3GIIftqTzT,spotify:track:42AJ0oFAlf8C3GIIftqTzT,https://api.spotify.com/v1/tracks/42AJ0oFAlf8C3GIIftqTzT,https://api.spotify.com/v1/audio-analysis/42AJ0oFAlf8C3GIIftqTzT,351507,4,Ti sbabi,Cheb Tahar,351506,2024-01-10 16:08:00
0.502,0.663,1,-12.676,1,0.0612,0.519,0.103,0.0555,0.613,169.687,audio_features,4ysvmoOqtemF84qKPgMTcO,spotify:track:4ysvmoOqtemF84qKPgMTcO,https://api.spotify.com/v1/tracks/4ysvmoOqtemF84qKPgMTcO,https://api.spotify.com/v1/audio-analysis/4ysvmoOqtemF84qKPgMTcO,348947,4,Whitewash,Jasper van't Hofs Pili Pili,348946,2024-01-10 16:13:00
0.774,0.847,7,-5.533,0,0.036,0.00995,0.772,0.0469,0.961,127.986,audio_features,3Z9uims4BXsx1DtETrjNDo,spotify:track:3Z9uims4BXsx1DtETrjNDo,https://api.spotify.com/v1/tracks/3Z9uims4BXsx1DtETrjNDo,https://api.spotify.com/v1/audio-analysis/3Z9uims4BXsx1DtETrjNDo,191693,4,Madan,Salif Keita,359733,2024-01-10 16:19:00
0.704,0.94,6,-3.368,1,0.0345,0.0787,0.0,0.191,0.856,115.042,audio_features,2cz0XJPvXBF2qu9GWk4l6g,spotify:track:2cz0XJPvXBF2qu9GWk4l6g,https://api.spotify.com/v1/tracks/2cz0XJPvXBF2qu9GWk4l6g,https://api.spotify.com/v1/audio-analysis/2cz0XJPvXBF2qu9GWk4l6g,212493,4,Un Kilo,Zucchero,212493,2024-01-10 16:23:00
0.762,0.695,5,-7.914,0,0.0344,0.735,0.0013,0.0865,0.923,112.772,audio_features,2rzkdEGIXX53vIYuJBs0zP,spotify:track:2rzkdEGIXX53vIYuJBs0zP,https://api.spotify.com/v1/tracks/2rzkdEGIXX53vIYuJBs0zP,https://api.spotify.com/v1/audio-analysis/2rzkdEGIXX53vIYuJBs0zP,351440,4,Hakmet lakdar,Hasna el Becharia,351440,2024-01-10 16:29:00
0.529,0.421,2,-14.15,0,0.0341,0.847,0.00699,0.118,0.694,82.923,audio_features,3bxZhauuIU4ubctdRZwPYW,spotify:track:3bxZhauuIU4ubctdRZwPYW,https://api.spotify.com/v1/tracks/3bxZhauuIU4ubctdRZwPYW,https://api.spotify.com/v1/audio-analysis/3bxZhauuIU4ubctdRZwPYW,258693,4,Chan Chan,Buena Vista Social Club,12972,2024-01-10 17:46:00
0.597,0.477,9,-11.617,1,0.0329,0.178,0.925,0.244,0.553,120.162,audio_features,4u6GyIz4WAypAK4HpAJnpB,spotify:track:4u6GyIz4WAypAK4HpAJnpB,https://api.spotify.com/v1/tracks/4u6GyIz4WAypAK4HpAJnpB,https://api.spotify.com/v1/audio-analysis/4u6GyIz4WAypAK4HpAJnpB,260459,4,Already Gone,Wooden Shjips,260458,2024-01-10 17:50:00
0.421,0.72,4,-11.796,0,0.0884,0.166,0.148,0.314,0.228,137.482,audio_features,4XXipAxjNEQo20K12QZmr6,spotify:track:4XXipAxjNEQo20K12QZmr6,https://api.spotify.com/v1/tracks/4XXipAxjNEQo20K12QZmr6,https://api.spotify.com/v1/audio-analysis/4XXipAxjNEQo20K12QZmr6,530000,4,TROPIC BIRDS,Masayoshi Takanaka,3602,2024-01-10 17:50:00
0.619,0.717,1,-11.773,1,0.045,0.215,0.832,0.0767,0.766,169.659,audio_features,5o63XXSCnte2qrXQfaFqLn,spotify:track:5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/tracks/5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/audio-analysis/5o63XXSCnte2qrXQfaFqLn,944133,4,Pili Pili,Jasper van't Hofs Pili Pili,0,2024-01-10 17:59:00
0.617,0.56,2,-11.632,1,0.0526,0.619,0.0,0.23,0.737,80.047,audio_features,0lk5Ob2yQfsLv65hr73nhV,spotify:track:0lk5Ob2yQfsLv65hr73nhV,https://api.spotify.com/v1/tracks/0lk5Ob2yQfsLv65hr73nhV,https://api.spotify.com/v1/audio-analysis/0lk5Ob2yQfsLv65hr73nhV,263427,4,Waldfest,Zupfgeigenhansel,523550,2024-01-10 17:59:00
0.619,0.717,1,-11.773,1,0.045,0.215,0.832,0.0767,0.766,169.659,audio_features,5o63XXSCnte2qrXQfaFqLn,spotify:track:5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/tracks/5o63XXSCnte2qrXQfaFqLn,https://api.spotify.com/v1/audio-analysis/5o63XXSCnte2qrXQfaFqLn,944133,4,Pili Pili,Jasper van't Hofs Pili Pili,1130,2024-01-10 18:03:00
0.617,0.56,2,-11.632,1,0.0526,0.619,0.0,0.23,0.737,80.047,audio_features,0lk5Ob2yQfsLv65hr73nhV,spotify:track:0lk5Ob2yQfsLv65hr73nhV,https://api.spotify.com/v1/tracks/0lk5Ob2yQfsLv65hr73nhV,https://api.spotify.com/v1/audio-analysis/0lk5Ob2yQfsLv65hr73nhV,263427,4,Waldfest,Zupfgeigenhansel,248808,2024-01-10 18:03:00
0.725,0.887,0,-8.586,1,0.0338,0.313,0.918,0.0692,0.964,130.005,audio_features,3uc4jERfYr5oNMLj6B8eRQ,spotify:track:3uc4jERfYr5oNMLj6B8eRQ,https://api.spotify.com/v1/tracks/3uc4jERfYr5oNMLj6B8eRQ,https://api.spotify.com/v1/audio-analysis/3uc4jERfYr5oNMLj6B8eRQ,341120,4,The Girl from Gypsy Moon,Toufic Farroukh,640830,2024-01-10 18:14:00
0.82,0.842,8,-8.691,1,0.064,0.295,0.00951,0.138,0.664,120.004,audio_features,6i6YMptoPsOKMwIp5PiKNX,spotify:track:6i6YMptoPsOKMwIp5PiKNX,https://api.spotify.com/v1/tracks/6i6YMptoPsOKMwIp5PiKNX,https://api.spotify.com/v1/audio-analysis/6i6YMptoPsOKMwIp5PiKNX,282293,4,Afrobahia,Hamid Baroudi,282293,2024-01-10 18:19:00
