,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist,imgUrl,album_id,track_id
120,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,203613,4,Fire and Rain - 2019 Remaster,James Taylor,https://i.scdn.co/image/ab67616d00004851b3adf9b1706b05af854bbad4,1HiG0ukRmFPN13EVcf98Jx,1oht5GevPN9t1T3kG1m1GO
121,0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,audio_features,157893,4,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",https://i.scdn.co/image/ab67616d00004851a32339b8818323380682a889,6vUWpE8qciYHOhf7mgaGny,1UKobFsdqNXQb8OthimCKe
122,0.638,0.058,4,-25.243,1,0.0388,0.928,0.079,0.113,0.126,140.964,audio_features,126640,4,4 + 20,"Crosby, Stills, Nash & Young",https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0,5bHkK1X4WEOzNvRhehvOcb,2jZPEeW2ynykb2GkVqpOkJ
123,0.644,0.623,11,-13.862,0,0.059,0.389,0.0202,0.0617,0.676,126.553,audio_features,306974,4,Truckin' - 2013 Remaster,Grateful Dead,https://i.scdn.co/image/ab67616d00004851fd3f66a9ce4371f7ffa0346f,2UDDZVesmQwA4aYfa55diS,1I6l01BaBgBCVkfQCpIlR6
124,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,audio_features,274493,4,The Weight - Remastered 2000,The Band,https://i.scdn.co/image/ab67616d0000485120bbceac6950d3fe13fa13c3,0ky5kdvfPxSmSpj03hpSAE,0P7DoyGrr4Wp9w5TotEtUC
125,0.554,0.651,4,-11.625,1,0.0414,0.811,1.57e-05,0.115,0.652,86.993,audio_features,194493,4,I Got a Name - Stereo Version,Jim Croce,https://i.scdn.co/image/ab67616d000048513519ec82cb709b2adb2a01cc,64dufEP8npd2jYoPfdzWPJ,4UEgKxYLP0bPG6EwD0DgYK
126,0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,audio_features,164813,4,Me and Julio Down by the Schoolyard,Paul Simon,https://i.scdn.co/image/ab67616d0000485137a40ab12a4fb96319a9d96f,7npBPiCHjPj8PVIGPuHXep,6vxHp3CDNo0afgKGp2yi1E
127,0.478,0.861,7,-7.63,1,0.0363,0.0164,0.00597,0.12,0.139,128.356,audio_features,232040,4,Turn It On Again - Remastered 2007,Genesis,x,x,x
128,0.385,0.689,11,-11.616,0,0.0294,0.262,0.835,0.0848,0.777,101.894,audio_features,218893,4,Peaches En Regalia,Frank Zappa,https://i.scdn.co/image/ab67616d00004851ee314008c5ae6e98904ebfe0,0WYYrC9My9rYWigac003hw,5uDu2qOoDou7cFXsipAo8l
129,0.419,0.0879,4,-29.413,1,0.043,0.772,0.315,0.107,0.269,75.351,audio_features,277659,4,Cadence and Cascade,King Crimson,https://i.scdn.co/image/ab67616d00004851e0d2d12a833288b2ecc09c9d,1dbVSQR5jcw5rdngMyA3d8,2feMWQsIUyt7XlDSQgPZKg
130,0.334,0.726,9,-6.903,1,0.0404,0.0278,0.000566,0.089,0.306,132.98,audio_features,430079,3,One More Red Nightmare,King Crimson,https://i.scdn.co/image/ab67616d000048513167627d9428094376a26a08,4mA3RKIoEoX4JlJSHueQae,4KdAAZPD1tWbBip1qbORoM
131,0.362,0.0373,9,-26.157,0,0.0529,0.869,0.451,0.106,0.0427,77.479,audio_features,732807,4,"Moonchild - Including ""The Dream"" and ""The Illusion""",King Crimson,https://i.scdn.co/image/ab67616d00004851da7b326bd7ffa7b6b95b0660,75ol9OP8bJaRqzGimpFHDm,0dRuTDUctXcQuYV7j6mhb2
132,0.275,0.494,4,-13.821,0,0.0444,0.0199,0.000677,0.426,0.301,148.191,audio_features,476866,4,In The Wake Of Poseidon,King Crimson,https://i.scdn.co/image/ab67616d00004851df0ca9c1749f68f803f9f42b,68W3ppXWhsOLOURmxzRkyA,39AAt95Ts6PIHgMJfnHTNr
133,0.537,0.522,0,-13.298,1,0.059,0.306,0.182,0.957,0.734,139.91,audio_features,234813,3,Red,King Crimson,https://i.scdn.co/image/ab67616d00004851e0d2d12a833288b2ecc09c9d,1dbVSQR5jcw5rdngMyA3d8,7Ml2BCAVVdBKylU254iGgk
134,0.363,0.0625,9,-30.98,1,0.0462,0.885,0.0076,0.107,0.174,143.55,audio_features,75103,5,Peace - A Theme,King Crimson,https://i.scdn.co/image/ab67616d00004851df0ca9c1749f68f803f9f42b,68W3ppXWhsOLOURmxzRkyA,1sdE5MvlTinP43rimOGc3Y
135,0.294,0.35,2,-15.002,1,0.0412,0.419,3.55e-06,0.35,0.85,172.802,audio_features,227600,3,The Witch's Promise,Jethro Tull,https://i.scdn.co/image/ab67616d00004851af2da8ad38c25ef67c29f171,4xOhK9LXV4Kz4VI1N7lOSO,5FPPVJlSnq6Vachf43VGWk
136,0.397,0.466,0,-12.035,1,0.0471,0.0813,1.15e-05,0.0919,0.819,171.768,audio_features,293213,4,Songs from the Wood - 2003 Remaster,Jethro Tull,https://i.scdn.co/image/ab67616d000048513af8c61026e278d673f982ff,3hqr2lQ7zQdnyguyuID177,5AhyxWDDMvc3l7vttW68Al
137,0.316,0.601,5,-9.278,1,0.0483,0.00293,0.0102,0.189,0.51,172.035,audio_features,329525,4,The Poet and the Painter - Steven Wilson Stereo Remix,Jethro Tull,https://i.scdn.co/image/ab67616d00004851ac3a8af2b259525f9f0034df,37Zms3u6Da41sizguIcn6M,5lfcrw8vud35shmnanJfxG
138,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,audio_features,270773,4,Gimme Shelter,The Rolling Stones,https://i.scdn.co/image/ab67616d000048512af30c881bb23cfb82a8cf99,4l4u9e9jSbotSXNjYfOugy,6H3kDe7CGoWYBabAeVWGiD
139,0.0768,0.00377,3,-33.135,0,0.0403,0.984,0.95,0.102,0.0321,72.997,audio_features,133031,4,2225,35007,https://i.scdn.co/image/ab67616d00004851524877800d481cc2648ff1b9,2MtlzWmDz3ArhZIkV97MFa,58xdZzSTNgap8a7CEckA9b
140,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,200256,4,Water,35007,https://i.scdn.co/image/ab67616d0000485134b6aec2726eb1b5fd61c612,341icYyO50W0ImXNyo3fdw,7vjaYUpr3xCbOMrJHTX6MF
141,0.177,0.467,9,-10.427,0,0.0321,0.314,0.832,0.316,0.247,156.728,audio_features,294000,4,The Elephant Song,35007,https://i.scdn.co/image/ab67616d0000485134b6aec2726eb1b5fd61c612,341icYyO50W0ImXNyo3fdw,24ENYWfpbnIOGKDW11pXCJ
142,0.155,0.794,9,-8.841,1,0.0683,0.202,0.76,0.102,0.0525,175.848,audio_features,253267,4,0618,35007,https://i.scdn.co/image/ab67616d00004851524877800d481cc2648ff1b9,2MtlzWmDz3ArhZIkV97MFa,2AcKnehihCFvnzXtr89qxZ
143,0.551,0.385,10,-11.785,1,0.0326,0.77,0.162,0.101,0.109,98.979,audio_features,131800,4,Old Habits Reprise,Mick Jagger,https://i.scdn.co/image/ab67616d000048518ec32541b0e796a19ae9d662,4gdhL28kzPrU3AJNWiEjTH,1eqGaMI4wbEmhZDfJWUSNV
144,0.513,0.67,0,-3.768,0,0.032,0.319,0.000545,0.108,0.33,107.311,audio_features,213507,4,"Strange Game - From The ATV+ Original Series ""Slow Horses”",Mick Jagger,https://i.scdn.co/image/ab67616d0000485118c46cf460976bfa72d93faf,7IyUf9P0bOKXbhAl2cWOMo,0AOwMIY6XB78tGUDu37wXY
145,0.435,0.94,0,-5.569,1,0.128,0.0453,0.000327,0.185,0.574,174.147,audio_features,226253,4,Lonely At The Top,Mick Jagger,https://i.scdn.co/image/ab67616d00004851ddd7bf3128402ae651f5f485,0xJYbTxo4DMYSHkC7iSqPB,39NvPJmm0CwBguI0MsY9yv
146,0.533,0.688,1,-6.166,1,0.0725,0.0293,9.72e-05,0.474,0.956,138.981,audio_features,189160,4,Beat It / State of Shock - Immortal Version,Michael Jackson,https://i.scdn.co/image/ab67616d0000485142d5a048a254a1ca50e85715,5ReKddpdZKgpVlecQhLnEH,3ejjvP4oU6RoyiK9xZ5lwU
147,0.662,0.904,5,-6.527,1,0.0398,0.28,3.32e-06,0.0733,0.62,122.324,audio_features,295333,4,Kow Tow,Mick Jagger,https://i.scdn.co/image/ab67616d000048516f55ca2b048159c620449784,3aIfmvaTkLZ0WzWZag3gVi,19oKMA6GlnAWpYCSSMhsG1
148,0.586,0.712,9,-4.823,1,0.0969,0.104,6.21e-06,0.0377,0.45,106.024,audio_features,287973,4,T.H.E (The Hardest Ever),will.i.am,https://i.scdn.co/image/ab67616d00004851e181fb7a12507944e4a3051b,6tFEDzlO35Q7RQ0o86C8Jk,7Mx6Gl7B4d6uUlh0MGswYe
149,0.52,0.373,9,-14.162,1,0.058,0.612,0.000386,0.0737,0.0932,82.471,audio_features,162947,4,If Things Could Be Different,Mick Jagger,x,x,x
150,0.702,0.846,11,-5.146,0,0.0423,0.076,0.0915,0.531,0.594,117.978,audio_features,215933,4,Charmed Life,Mick Jagger,https://i.scdn.co/image/ab67616d00004851311eb94fb9ccedc5d1d1e326,3pNhYtUTKu97Y2rM25rrIr,5XWhwopIR6PLA4jBwnd0S5
